NMML #,FAMILY,GENUS,SPECIES,SUBSPECIES,COLLECTION DATE,COUNTRY,STATE,ISLAND GRP,LOCATION,OCEAN,SEA,OTHER,LAT,N/S,LONG,E/W,COLLECTOR 1,Other COLLECTORS,COLLECTOR #,SOURCE,DATE Cataloged,SEX,AGE,TLength Fld,TLength Lab,WEIGHT (Kg),SpecimenType,OCCUR,SpecimenCondition,SpecimenDisposition,SpecimenLocation,Availability,AdditionalDATA,DATALOC1,DATALOC2,REMARKS
NMML1616,Otariidae,Eumetopias,jubatus,,18-Mar-82,USA,Alaska,,Marmot Island,North Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 3-82,ADF&G,19-Dec-00,F,,206,,na,G,1,1,,mus,,y,files,,"Curvilinear lg = 225cm,  Girth = 131cm"
NMML1617,Otariidae,Eumetopias,jubatus,,18-Mar-82,USA,Alaska,,Marmot Island,North Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 5-82,ADF&G,19-Dec-00,F,,na,,na,G,1,1,,mus,,y,files,,"Curvilinear lg = 224cm, Girth = 136cm"
NMML1618,Otariidae,Eumetopias,jubatus,,18-Mar-82,USA,Alaska,,Marmot Island,North Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 6-82,ADF&G,19-Dec-00,M,,na,,na,G,1,1,,mus,,y,files,,"Curvilinear lg = 238cm, Girth = 134cm"
NMML1619,Otariidae,Eumetopias,jubatus,,18-Mar-82,USA,Alaska,,Marmot Island,North Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 7-82,ADF&G,19-Dec-00,M,,na,,na,G,1,1,,mus,,y,files,,"Curvilinear lg = 251cm, Girth = 151cm"
NMML1620,Otariidae,Eumetopias,jubatus,,18-Mar-82,USA,Alaska,,Marmot Island,North Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 8-82,ADF&G,19-Dec-00,M,,na,,na,G,1,1,,mus,,y,files,,"Curvilinear lg = 257cm, Girth = 166cm"
NMML1621,Otariidae,Eumetopias,jubatus,,18-Mar-82,USA,Alaska,,Marmot Island,North Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 9-82,ADF&G,19-Dec-00,F,,na,,na,G,1,1,,mus,,y,files,,"Curvilinear lg = 248cm, Girth = 137cm"
NMML1622,Otariidae,Eumetopias,jubatus,,13-Nov-77,USA,Alaska,,,North Pacific,,,,,,,"Calkins, D.",,SL 159-77,ADF&G,,,1.5yr,,,,G,1,1,,,,,,,"ADF&G Known Age Animal, branded as pup"
NMML1623,Otariidae,Eumetopias,jubatus,,5-Sep-78,USA,Alaska,,,North Pacific,,,,,,,"Calkins, D.",,SL 229-78,ADF&G,,,3.2yr,,,,G,1,1,,,,,,,"ADF&G Known Age Animal, branded as pup"
NMML1624,Otariidae,Eumetopias,jubatus,,5-Sep-78,USA,Alaska,,,North Pacific,,,,,,,"Calkins, D.",,SL 230-78,ADF&G,,,3.2yr,,,,G,1,1,,,,,,,"ADF&G Known Age Animal, branded as pup"
NMML1625,Otariidae,Eumetopias,jubatus,,15-May-01,USA,Washington,,Neah Bay,Pacific,,,,,,,"Etnier, MA",,,,24-Mar-03,F,adult,(203)*,,,B,2,2,,mus,,,,,*TL converted from 80inches
NMML1626,Otariidae,Eumetopias,jubatus,,0 5 Jul 2001*,USA,Alaska,,Fish Island,North Pacific,,Prince William Sound,,,,,"Etnier, MA",,,,24-Mar-03,M,adult,,,,H,2,4,,mus,,,,,"*skull collected by S. Atkinson, summer 2000, MAE collected pc skel. 2001"
NMML1627,Otariidae,Eumetopias,jubatus,,10-Apr-00,USA,Washington,San Juan Islands,"Olga, Orcas Isl.",Pacific,,Puget Sound,,,,,"Getten, MJ",,SJ 006,,26-Mar-03,M,yearling?,124,,(33)*,B,2,1,,,,y,files,,*weight converted from estimate of 75lbs.
NMML1628,Otariidae,Eumetopias,jubatus,,26-Jun-01,USA,Alaska,Aleutian Islands,"Cape Morgan, Akutan",North Pacific,,,,,,,"Etnier, MA",,MAE 740780,,26-Mar-03,F,pup,103,,,B,2,1,,,,,,,umbilicus present
NMML1629,Otariidae,Eumetopias,jubatus,,20-Mar-03,USA,Alaska,Kodiak Archipelago,"Middle Bay, Kodiak",North Pacific,,Gulf of Alaska,,,,,"Wynne, K.",K. Hough,Brand 413,,25-Jul-03,M,15 yrs,325,,,G,2,1,,,,y,files,,"""Known-age,"" Branded as pup on Marmot in June 1988; Curvilinear lg = 335, Girth = 286cm; Injected with tetracycline as pup, regular visitor to Kodiak harbor"
NMML1630,Otariidae,Eumetopias,jubatus,,21-Oct-85,USA,Alaska,Kodiak Archipelago,Marmot Island,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 477-85,Alaska Dept. of F&G,21-Feb-97,F,6 yrs,220,,204,G,1,1,,mus,,y,files,,Girth 131.0 cm; (See NMML 1523 remarks) 
NMML1631,Otariidae,Eumetopias,jubatus,,25-Oct-85,USA,Alaska,Kodiak Archipelago,Izhut Bay,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 494-85,Alaska Dept. of F&G,21-Feb-97,F,7 yrs,216,,240,G,1,1,,mus,,y,files,,Girth 141.5 cm; (See NMML 1523 remarks)
NMML1632,Otariidae,Eumetopias,jubatus,,27-Oct-85,USA,Alaska,Kodiak Archipelago,Sea Otter Island,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 503-85,Alaska Dept. of F&G,21-Feb-97,F,4 yrs,195,,165,G,1,1,,mus,,y,files,,Girth 127.0 cm; (See NMML 1523 remarks)
NMML1633,Otariidae,Eumetopias,jubatus,,27-Oct-85,USA,Alaska,Kodiak Archipelago,Sea Otter Island,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,SL 505-85,Alaska Dept. of F&G,21-Feb-97,F,10 yrs,221,,250,G,1,1,,mus,,y,files,,Girth 140.0 cm; (See NMML 1523 remarks)
NMML1634,Otariidae,Eumetopias,jubatus,,21-May-86,USA,Alaska,Alexander Archipel.,Timbered Island,Pacific,,,,,,,"Calkins, D.",,SL 516-86,Alaska Dept. of F&G,21-Feb-97,M,12 yrs,246.0*,,290,G,1,1,,mus,,y,files,,*Curvilinear length; Girth 150.0 cm; (See NMML 1523 remarks)
NMML1635,Otariidae,Eumetopias,jubatus,,30-Mar-85,USA,Alaska,,,Pacific,Bering,,593654,N,1725036,W,Fay,"Burns; Miller, R.V.",30-Apr,US/Russia Zakharovo*,26-Feb-97,M,11 yrs,252,,310,G,1,1,,mus,,y,files,,Girth 154.0 cm; *NMML 1635 - 1639 were collected on a joint US/Russia cruise oboard MV Zakharovo.
NMML1636,Otariidae,Eumetopias,jubatus,,31-Mar-85,USA,Alaska,,,Pacific,Bering,,592218,N,1725054,W,Fay,"Burns; Miller, R.V.",31-Aug,US/Russia Zakharovo*,26-Feb-97,M,10 yrs,280,,520,G,1,1,,mus,,y,files,,Girth not recorded; *NMML 1635 - 1639 were collected on a joint US/Russia cruise oboard MV Zakharovo.
NMML1637,Otariidae,Eumetopias,jubatus,,31-Mar-85,USA,Alaska,,,Pacific,Bering,,592218,N,1725054,W,Fay,"Burns; Miller, R.V.",13-31*,US/Russia Zakharovo*,26-Feb-97,M,4 yrs,272,,460,G,1,1,,mus,,y,files,,"Girth not recorded; *NMML 1635 - 1639 were collected on a joint US/Russia cruise oboard MV Zakharovo. * Tag on skull indicated 15-31 #2, but data summary record lists lab specimen #1 as 15-31 and lab specimen #2 as 13-31.....so, because the data sheets indicate only one specimen 15-31 was collected, I assume the tag was transcribed incorrectly from a partially illegible 13-31 (#2) to 15-31 #2."
NMML1638,Otariidae,Eumetopias,jubatus,,31-Mar-85,USA,Alaska,,,Pacific,Bering,,592218,N,1725054,W,Fay,"Burns; Miller, R.V.",14-31,US/Russia Zakharovo*,26-Feb-97,M,4 yrs,284,,570,G,1,1,,mus,,y,files,,Girth not recorded; *NMML 1635 - 1639 were collected on a joint US/Russia cruise oboard MV Zakharovo.
NMML1639,Otariidae,Eumetopias,jubatus,,31-Mar-85,USA,Alaska,,,Pacific,Bering,,592218,N,1725054,W,Fay,"Burns; Miller, R.V.",15-31 #1,US/Russia Zakharovo*,26-Feb-97,M,2 yrs,262,,350,K,1,1,,mus,,y,files,,Girth not recorded; *NMML 1635 - 1639 were collected on a joint US/Russia cruise oboard MV Zakharovo.
NMML1640,Otariidae,Eumetopias,jubatus,,26-Apr-89,USA,Washington,,Camano Island,Pacific,,Puget Sound,,,,,"Melin, S.",,SRM-3,NMML,26-Feb-97,M,,240,,,G,2,1,,mus,,y,files,,Animal extremely emaciated
NMML1641,Otariidae,Eumetopias,jubatus,,17-Dec-91,USA,Washington,North Coast,Shi Shi Beach,Pacific,,,,,,,"Gearin, P.",,PJG 91-1,NMML,26-Feb-97,M,10-15yr*,195,,(680-820)*,G,2,3,,mus,,y,files,,*Age estimated.  *Weight converted from an estimated 1500 - 1800 pounds.
NMML1642,Otariidae,Eumetopias,jubatus,,15-Apr-91,USA,Washington,Pacific Co.,Ft. Canby State Park,Pacific,,,,,,,,,WAM 408,WDF&W,26-Feb-97,F,,247.0*,,,G,2,5,,mus,,y,files,,"*Total length estimated - snout and mandibles broken, pregnant; WDF&G MMP #91-061."
NMML1643,Otariidae,Eumetopias,jubatus,,24-Apr-91,USA,Oregon,Clatsop Co.,Seaside Beach,Pacific,,,,,,,,,WAM 417,WDF&W,26-Feb-97,M,,175.0*,,,G,2,5,,mus,,y,files,,*Total length estimated - premax and maxillaries missing; WDF&G MMP #91-069.
NMML1644,Otariidae,Eumetopias,jubatus,,22-May-91,USA,Oregon,Clatsop Co.,Clatsop Spit,Pacific,,,,,,,,,WAM 441,WDF&W,26-Feb-97,F,,206.0*,,,G,2,5,,mus,,y,files,,Prolapsed uterus; WDF&G MMP #91-094.
NMML1645,Otariidae,Eumetopias,jubatus,,30-Mar-92,USA,Oregon,Clatsop Co.,Clatsop Spit,Pacific,,,,,,,"Matteson, K.",,KMM 013,WDF&W,26-Feb-97,M,,260.0*,,(205-227)*,G,2,3,,mus,,y,files,,"*Total length estimated - Tail partially decomposed, Weight converted from estimate of 450-500 pounds; WDF&G MMP #92-042."
NMML1646,Otariidae,Eumetopias,jubatus,,1-Apr-92,USA,Oregon,,Columbia River Jetty,Pacific,,,,,,,"Troutman, B.",,BLT 410,WDF&W,26-Feb-97,F,,229,,(341)*,G,2,5,,mus,,y,files,,"*Weight converted from estimate of 750 pounds, Girth 131 cm; WDF&W MMP #92-046."
NMML1647,Otariidae,Eumetopias,jubatus,,5-May-92,USA,Oregon,,Gearhart Beach,Pacific,,,,,,,"Matteson, K.",,KMM 022,WDF&W,27-Feb-97,F,,217,,(227)*,G,2,5,,mus,,y,files,,"*Weight converted from estimate of 500 pounds, pregnant; WDF&W MMP #92-059."
NMML1648,Otariidae,Callorhinus,ursinus,,30-Jul-99,USA,California,Channel Islands,San Miguel Island,Pacific,,,,,,,,,,,29-Apr-01,F,,68,,,B,,,,mus,,,,,
NMML1649,Phocidae,Erignathus,barbatus,,3-Oct-04,USA,Alaska,,"Iviq, near Kotzebue",Arctic,Chukchi,Kotzebue Sound,66.98487,N,162.84024,W,"Sheffield, G.","Cameron, M.",KOT 104,Polar Seal Program,3-Nov-04,F,2.5yr?,155,,,G,,,,mus,,y,,,accidental death in net captures
NMML1650,Balaenopteridae,Balaenoptera,borealis,,14-Sep-03,USA,Washington,Clallam Co.,"Freshwater Bay, near Port Angeles",Pacific,,Straits of Juan DeFuca,,,,,"Gearin, P.","Pamplin, N., Monette, W.",BB-PJG-03-1,,27-Oct-04,M,,1387,,,B,,,,,,,,,Specimen on Permanent Loan to Makah Museum
NMML1651,Otariidae,Eumetopias,jubatus,,31-Jul-92,USA,Washington,Pacific Co.,Long Beach Peninsula,Pacific,,,,,,,"Matteson, K.",,KMM 035,WDF&W,26-Feb-97,U,,,,,G,2,4,,mus,,y,files,,WDF&W MMP #92-094.
NMML1652,Otariidae,Eumetopias,jubatus,,8-Aug-92,USA,Washington,Pacific Co.,Tokeland/Washaway Be,Pacific,,,,,,,"Matteson, K.",,KMM 037,WDF&W,26-Feb-97,M,,288.0*,,,K,2,3,,mus,,y,files,,WDF&W MMP #92-096.  * Total length approximate.
NMML1653,Otariidae,Eumetopias,jubatus,,21-Oct-92,USA,Washington,Pacific Co.,Long Beach Peninsula,Pacific,,,,,,,,,WBB 043,WDF&W,26-Feb-97,F,,218.0*,,225*,G,2,5,,mus,,y,files,,"WDF&W MMP #92-165.  * Weight estimated, Girth 126 cm."
NMML1654,Otariidae,Eumetopias,jubatus,,30-Nov-92,USA,Washington,Pacific Co.,N. of Nahcott,Pacific,,Willipa Bay,,,,,,,WBB 049,WDF&W,26-Feb-97,M,,172,,,G,2,5,,mus,,y,files,,WDF&W MMP #92-183.   Girth 96 cm.
NMML1655,Otariidae,Eumetopias ?,jubatus ?,,15-Mar-93,USA,Washington,Grays Harbor Co.,Connor Creek,Pacific,,,,,,,"Matteson, K.",,EML 016,WDF&W,26-Feb-97,M,,168,,,G,2,5,,mus,,y,files,,WDF&W MMP #93-020.
NMML1656,Otariidae,Eumetopias,jubatus,,15-Mar-93,USA,Washington,Grays Harbor Co.,Connor Creek,Pacific,,,,,,,"Matteson, K.",,EML 019,WDF&W,26-Feb-97,F,,243,,,G,2,5,,mus,,y,files,,WDF&W MMP #93-023.
NMML1657,Otariidae,Eumetopias,jubatus,,15-Mar-93,USA,Washington,Grays Harbor Co.,Connor Creek,Pacific,,,,,,,"Matteson, K.",,EML 020,WDF&W,26-Feb-97,M,,202,,200*,K,2,5,,mus,,y,files,,WDF&W MMP #93-024.  *Weight estimated.
NMML1658,Otariidae,Eumetopias,jubatus,,15-Mar-93,USA,Washington,Grays Harbor Co.,Connor Creek,Pacific,,,,,,,"Matteson, K.",,KMM 076,WDF&W,26-Feb-97,F,,221,,,G,2,5,,mus,,y,files,,WDF&W MMP #93-027.
NMML1659,Otariidae,Eumetopias,jubatus,,6-May-93,USA,Washington,Pacific Co.,Oysterville Beach,Pacific,,,,,,,,,KEL 017,WDF&W,26-Feb-97,F,,,,,G,2,3,,mus,,y,files,,WDF&W MMP #93-040.
NMML1660,Otariidae,Eumetopias,jubatus,,5-Aug-93,USA,Washington,Pacific Co.,Seaview Beach,Pacific,,,,,,,,,RLH 033,WDF&W,26-Feb-97,U,,(275)*,,,G,2,5,,mus,,y,files,,WDF&W MMP #93-078. *Total length converted from estimate of about 9 feet.
NMML1661,Otariidae,Eumetopias,jubatus,,4-Apr-81,Russia,,,Western Bering Sea,Pacific,Bering Sea,,,,,,"Calkins, D.",,SL 321-81,Alaska Dept. of F&G,26-Feb-97,M,,290,,580,G,,,,mus,,y,files,,Girth 200 cm 
NMML1662,Otariidae,Eumetopias,jubatus,,10-Jun-92,USA,Oregon,Clatsop Co.,Seaside,Pacific,,,,,,,"Ashenfelter, A.",,ALA 011,WDF&W,26-Feb-97,M,,126,,70*,G,2,5,,mus,,y,files,,"*Weight estimated, Girth 63 cm; WDF&W MMP #92-068."
NMML1663,Otariidae,Arctocephalus,townsendi,,17-Jun-92,USA,Washington,Pacific Co.,Seaview Beach,Pacific,,,,,,,,,WBB 017,WDF&W,26-Feb-97,M,,97,,11,G,2,5,,mus,,y,files,,Girth 50 cm; WDF&W MMP #92-070.
NMML1664,Otariidae,Eumetopias,jubatus,,2-Jul-92,USA,Washington,Pacific Co.,N Head/C. Dissapoint,Pacific,,,,,,,"Matteson, K.",,KMM 068*,WDF&W,26-Feb-97,F,,210.0*,,,G,2,5,,mus,,y,files,,"*Total length approximate; Specimen initially field tagged KMM 032, but duplication is field numbers found and specimen renumbered KMM 068 on 16 Dec 1992.  WDF&W MMP #92-074."
NMML1665,Phocidae,Phoca,vitulina,,5-Nov-76,USA,Alaska,Kodiak Archipelago,,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,KOD 49-76,Alaska Dept. of F&G,30-Apr-97,F,,150,,72.7,G,1,1,,,,y,files,,Girth: 100.5 cm
NMML1666,Phocidae,Phoca,vitulina,,20-May-77,USA,Alaska,Kodiak Archipelago,,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,KOD 37-77,Alaska Dept. of F&G,30-Apr-97,F,,147.5,,83.5,G,1,1,,,,y,files,,Girth 98.0 cm
NMML1667,Phocidae,Phoca,vitulina,,6-May-78,USA,Alaska,Kodiak Archipelago,,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,TUG 1-78,Alaska Dept. of F&G,30-Apr-97,F,,144.5,,,G,1,1,,,,y,files,,Girth 105.5 cm
NMML1668,Phocidae,Phoca,vitulina,,10-May-78,USA,Alaska,Kodiak Archipelago,,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,TUG 2-78,Alaska Dept. of F&G,30-Apr-97,F,,140,,,G,1,1,,,,y,files,,Girth 108.0 cm
NMML1669,Phocidae,Phoca,vitulina,,7-Jul-78,USA,Alaska,Kodiak Archipelago,,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,TUG 3-78,Alaska Dept. of F&G,30-Apr-97,Uk,,175.7,,,G,1,1,,,,y,files,,Girth 126.5 cm
NMML1670,Phocidae,Phoca,vitulina,,10-Jun-78,USA,Alaska,Kodiak Archipelago,,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,TUG 5-78,Alaska Dept. of F&G,30-Apr-97,F,,153.5,,,G,1,1,,,,y,files,,"Girth 103.0 cm.  Female, lactating, with new pup.  Female was known age animal with red and white roto tag # 4175"
NMML1671,Phocidae,Phoca,vitulina,,5-Sep-78,USA,Alaska,Kodiak Archipelago,,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,TUG 7-78,Alaska Dept. of F&G,30-Apr-97,F,,152.7,,,G,1,1,,,,y,files,,Girth 101.6 cm.
NMML1672,Phocidae,Phoca,vitulina,,30-Jul-78,USA,Alaska,Kodiak Archipelago,,Pacific,,Gulf of Alaska,,,,,"Calkins, D.",,KOD 14-78,Alaska Dept. of F&G,30-Apr-97,F,,141,,52.5,G,1,1,,,,y,files,,Girth 87.2 cm.
NMML1673,Mustelidae,Enhydra,lutris,,15-Oct-68,USA,Alaska,Aleutian Islands,Kanaga Island,Pacific,,,,,,,Schneider,,SO 68-403,Alaska Dept. of F&G,30-Apr-97,F,,133,,25.9 *,G,1,1,,,,y,files,,* Weight converted from 57 lbs. Girth 47 cm
NMML1674,Mustelidae,Enhydra,lutris,,5-Jun-74,USA,Alaska,Alaska Peninsula,Izembek Lagoon,Pacific,Bering,,,,,,Faro,,SO 74-2,Alaska Dept. of F&G,30-Apr-97,M,,,,,K,2,4,,,,y,files,,
NMML1675,Mustelidae,Enhydra,lutris,,5-Jun-74,USA,Alaska,Alaska Peninsula,Izembek Lagoon,Pacific,Bering,,,,,,Faro,,SO 74-3,Alaska Dept. of F&G,30-Apr-97,M,,,,,G,2,4,,,,y,files,,
NMML1676,Mustelidae,Enhydra,lutris,,5-Jun-74,USA,Alaska,Alaska Peninsula,Izembek Lagoon,Pacific,Bering,,,,,,Faro,,SO 74-4,Alaska Dept. of F&G,30-Apr-97,M,,,,,G,2,4,,,,y,files,,
NMML1677,Mustelidae,Enhydra,lutris,,5-Jun-74,USA,Alaska,Alaska Peninsula,Izembek Lagoon,Pacific,Bering,,,,,,Faro,,SO 74-5,Alaska Dept. of F&G,30-Apr-97,M,,,,,K,2,4,,,,y,files,,
NMML1678,Mustelidae,Enhydra,lutris,,5-Jun-74,USA,Alaska,Alaska Peninsula,Izembek Lagoon,Pacific,Bering,,,,,,Faro,,SO 74-6,Alaska Dept. of F&G,30-Apr-97,M,,,,,K,2,4,,,,y,files,,
NMML1679,Mustelidae,Enhydra,lutris,,16-Aug-79,USA,Alaska,Kenaia Peninsula,Anchor Point,Pacific,,Cook Inlet,,,,,"Davis, A.",,SO 79-2,Alaska Dept. of F&G,30-Apr-97,M,,144,,29.5 *,G,2,4,,,,y,files,,"* Weight converted from 65 lbs., emaciated."
NMML1680,Ziphiidae,Berardius,bairdii,,18-Aug-85,USA,Alaska,Aleutian Islands,Bogoslof Island,Pacific,Bering,,,,,,"Antonelis, G.",,,,30-Apr-97,M,,737.5,,,G,2,4,,,,y,files,,
NMML1681,Ziphiidae,Ziphius,cavirostris,,Jan. 1995,USA,Washington,,Long Beach Penn ?,Pacific,,,,,,,"Calambokidis, J.",,,,30-Apr-97,,,~ 10ft,,,B,2,1,,mus,,y,files,,"Cascadia Research + students responded to stranding, but stranding report can not be located."
NMML1682,Ziphiidae,Mesoplodon,stejnegeri,,27-Aug-94,USA,Alaska,Aleutian Islands,Adak Island,Pacific,,,,,,,"Hanson, B.",J. Williams,Mesop. 1,,30-Apr-97,F,,535,,,B,2,1,,,,y,files,,
NMML1683,Ziphiidae,Mesoplodon,stejnegeri,,29-Aug-94,USA,Alaska,Aleutian Islands,Adak Island,Pacific,,,,,,,"Hanson, B.",J. Williams,Mesop. 2,,30-Apr-97,F,,509,,,G,2,1,,,,y,files,,
NMML1684,Ziphiidae,Mesoplodon,stejnegeri,,29-Aug-94,USA,Alaska,Aleutian Islands,Adak Island,Pacific,,,,,,,"Hanson, B.",J. Williams,Mesop. 3,,30-Apr-97,F,,544,,,G,2,1,,,,y,files,,
NMML1685,Ziphiidae,Mesoplodon,stejnegeri,,29-Aug-94,USA,Alaska,Aleutian Islands,Adak Island,Pacific,,,,,,,"Hanson, B.",J. Williams,Mesop. 4,,30-Apr-97,F,,510,,,B,2,1,,,,y,files,,
NMML1686,Otariidae,Zalophus,californianus,,2-Jun-97,USA,California,Channel Islands,San Miguel Island,Pacific,,Adams Cove,,,,,"DeLong, R.L.",,,,17-Jan-98,,,,,,B,,,,mus,,,,,
NMML1687,Otariidae,Zalophus,californianus,,,USA,,,,Pacific,,,,,,,,,Zc 3-87,,13-Dec-00,m,,,,,P,,,,,,,,,
NMML1688,Otariidae,Zalophus,californianus,,,USA,,,,Pacific,,,,,,,,,Zc 5-20-87,,13-Dec-00,m,,,,,P,,,,,,,,,
NMML1689,Otariidae,Eumetopias,jubatus,,7-Jul-48,USA,Alaska,Pribilof Islands,St. Paul Isl.,North Pacific,Bering Sea,,,,,,"Scheffer, V.",F. Wilke ?,BDM 265,,13-Dec-00,M,,,,,P*,,,,,,y,files,,"*tag indicates skull and bacula were collected, but skull donated to National Museum"
NMML1690,Otariidae,Eumetopias,jubatus,,6-Jun-49,USA,Alaska,Pribilof Islands,St. Paul Isl.,North Pacific,Bering Sea,NE Point,,,,,"Kenyon, K.W.",,BDM 300,,13-Dec-00,m,,316,,940.5*,P*,1,1,,mus,,y,files,,"*Weight converted from 2069 lbs., *tag indicates skull and bacula were collected but BDM catalog only lists bacula"
NMML1691,Otariidae,Eumetopias,jubatus,,22-Jun-49,USA,Alaska,Pribilof Islands,St. Paul Isl.,North Pacific,Bering Sea,NE Point,,,,,"Scheffer, V.",K.W. Kenyon,BDM 305,,13-Dec-00,m,,NA,,NA,P*,1,1,,mus,,y,files,,"*tag indicates skull and bacula were collected, but skull sent to B.S. Collection (33979X) 14 Sep 1950."
NMML1692,Otariidae,Eumetopias,jubatus,,27-Jun-49,USA,Alaska,Pribilof Islands,St. Paul Isl.,North Pacific,Bering Sea,NE Point,,,,,"Scheffer, V.",K.W. Kenyon,BDM 316,,13-Dec-00,m,,NA,,318*,P*,1,1,,,,y,files,,"* Weight estimated at 700 lbs; *tag indicates bacula and skull, but only bacula and upper right canine retained at NMML, skull sent to  B.S.Collection 14 Sep. 1950 (33980X), ; photo of rt. Hind flipper (VBS 2547)."
NMML1693,Otariidae,Eumetopias,jubatus,,27-Jun-49,USA,Alaska,Pribilof Islands,St. Paul Isl.,North Pacific,Bering Sea,NE Point,,,,,"Scheffer, V.",K.W. Kenyon,BDM 317,,13-Dec-00,m,,NA,,364*,P*,1,1,,,,Y,files,,"* Weight estimated at 800 lbs., *tag and BDM catalog indicate skull and baculum were collected, but we have only baculum"
NMML1694,Otariidae,Eumetopias,jubatus,,22-May-50,USA,Alaska,Pribilof Islands,St. Paul Isl.,North Pacific,Bering Sea,,,,,,"Scheffer, V.",,BDM 380,,13-Dec-00,m,adult,NA,,,P*,2,,,,,,,,"*skull and bacula were collected, but skull given to Lee E. Yeager 8 Sept, 1950; dead 1-2 weeks when collected"
NMML1695,Otariidae,Eumetopias,jubatus,,,USA,,,,,,,,,,,,,VBS 1304,,13-Dec-00,m,,,,,P*,,,,,,,,,* other specimen material may exist
NMML1696,Otariidae,Eumetopias,jubatus,,,USA,,,,,,,,,,,,,BCF SS4,,13-Dec-00,m,,,,,P,,,,,,,,,
NMML1697,Otariidae,Eumetopias,jubatus,,,USA,,,,,,,,,,,,,BCF SS24,,13-Dec-00,m,,,,,P,,,,,,,,,
NMML1698,Otariidae,Eumetopias,jubatus,,,USA,,,,,,,,,,,,,BCF SS52,,13-Dec-00,m,,,,,P,,,,,,,,,
NMML1699,Otariidae,Eumetopias,jubatus,,,USA,,,,,,,,,,,,,BCF SS55,,13-Dec-00,m,,,,,P,,,,,,,,,
NMML1700,Otariidae,Eumetopias,jubatus,,13-Apr-76,USA,Alaska,,Chiswell Isl.,North Pacific,,,,,,,"Calkins, D.",,SL 20-76,ADF&G,13-Dec-00,m,2 yr,209,,198,P,1,1,,mus,,y,file,,"Curvilinear lg = 225cm, Girth = 151cm"
NMML1701,Otariidae,Eumetopias,jubatus,,15-Apr-76,USA,Alaska,,Rugged Isl,North Pacific,,,,,,,"Calkins, D.",,SL 24-76,ADF&G,13-Dec-00,m,1 yr,195.5,,170,P,1,1,,mus,,y,files,,"Curvilinear lg = 211 cm, Girth = 136cm"
NMML1702,Otariidae,Eumetopias,jubatus,,16-Apr-76,USA,Alaska,,,Pacific,,,,,,,"Calkins, D.",,SL 26-76,ADF&G,13-Dec-00,m,2 yr,175,,108,P,1,1,,mus,,y,files,,"Curvilinear lg = 190.5cm, Girth = 104.5cm"
NMML1703,Otariidae,Eumetopias,jubatus,,18-Apr-76,USA,Alaska,,,Pacific,,,,,,,"Calkins, D.",,SL 27-76,ADF&G,13-Dec-00,m,3 yr,212,,200,P,1,1,,mus,,y, files,,"Curvilinear lg = 225cm, Girth = 136.5cm"
NMML1704,Otariidae,Eumetopias,jubatus,,12-Oct-76,USA,Alaska,,,Pacific,,,,,,,"Calkins, D.",,SL 58-76,ADF&G,13-Dec-00,m,5 yr,230,,na,P,1,1,,mus,,y,files,,"Curvilinear lg = 249.5cm, Girth = 137cm"
NMML1705,Otariidae,Eumetopias,jubatus,,14-Oct-76,USA,Alaska,,Marmot Isl,North Pacific,,,,,,,"Calkins, D.",,SL 65-76,ADF&G,13-Dec-00,m,1 yr,185.5,,na,P,1,1,,mus,,y,files,,"ADF&G known age skull, Curvilinear lg = 201cm, Girth = 113cm"
NMML1706,Otariidae,Eumetopias,jubatus,,10-Feb-77,USA,Alaska,,,Pacific,,,,,,,"Calkins, D.",,SL 68-77,ADF&G,13-Dec-00,m,5 yr,252,,350,P,1,1,,mus,,y,files,,"Curvilinear lg = 275cm, Girth = 164.5 cm"
NMML1707,Otariidae,Eumetopias,jubatus,,10-Feb-77,USA,Alaska,,Glacier Isl,North Pacific,,,,,,,"Calkins, D.",,SL 69-77,ADF&G,13-Dec-00,m,2 yr,200.5,,165,P,1,1,,mus,,y,files,,"Curvilinear lg = 220cm, Girth = 124cm"
NMML1708,Otariidae,Eumetopias,jubatus,,10-Feb-77,USA,Alaska,,,Pacific,,,,,,,"Calkins, D.",,SL 72-77,ADF&G,13-Dec-00,m,na,236,,290,P,1,1,,mus,,y,files,,"Curvilinear lg = 260.5cm, Girth = 159.5cm"
